MOSTLY FALSE	The American Civil Liberties Union has demanded police in Washington, D.C. disable their body cameras for the duration of inaugural protests in 2017.	1031	1	2	5	1	4	3	2	1	1	4	1	1	2	4	1	1	3	4	1	2	4	2	1	1	3	2	2	2	4	5	2	2	2	4	2	4	3	3	3	3	4	1	4	1	2	1	1	3	5	1	1	2	2	1	2	2	1	2	4	1	4	1	4	1	2	2	1	1	4	3	1	2	1	1	5	3	1	1	2	2	5	5	1	2	3	2	2	4	3	1	5	4	1	1	1	1	1	4	1	2	1
FALSE	Roy Moore received 953 votes and Doug Jones 5,327 — in a town with just 1,867 registered voters.	1092	1	1	1	5	4	3	1	1	5	1	1	2	1	2	3	1	2	1	1	1	3	4	1	2	2	2	1	1	3	1	1	1	2	1	5	4	1	3	2	4	1	2	1	1	3	1	1	4	1	1	1	3	1	1	3	1	1	1	4	1	1	1	1	5	5	1	1	2	4	3	1	1	1	1	2	4	2	1	1	1	1	4	1	1	3	3	3	4	4	1	1	2	1	1	3	1	1	1	3	2	3
FALSE	Billionaire philanthropist George Soros is 'grooming' Abdul El-Sayed, who is 'sympathetic' to the Muslim Brotherhood, to be president of the United States.	1094	1	2	3	1	4	2	1	1	1	2	5	1	1	2	1	3	3	1	1	1	4	3	1	4	1	3	1	4	2	1	2	1	2	1	2	4	1	1	3	3	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	3	2	5	2	1	1	4	2	1	1	1	1	1	2	3	1	1	1	2	3	2	1	3	3	1	1	2	1	2	1	3	1	1	1	1	1	1	4	1
FALSE	Gold Star widow Myeshia Johnson criticized Rep. Frederica Wilson on Facebook for misrepresenting the content of a condolence call from President Donald Trump.	1101	1	2	5	1	3	3	1	2	3	1	3	4	4	3	4	3	3	3	5	3	2	4	3	4	1	5	5	4	4	4	3	2	2	5	4	4	5	4	3	4	1	5	3	5	4	3	1	4	1	2	2	3	2	5	4	2	5	4	3	1	4	5	1	4	4	2	4	4	2	4	2	5	1	5	5	3	5	3	3	3	5	4	4	5	3	3	3	4	4	5	5	2	4	3	1	1	3	4	4	5	3
FALSE	In September 2017, truck drivers' unions in Puerto Rico went on strike and refused to take part in relief efforts after a series of hurricanes.	1106	1	4	5	1	4	3	4	1	4	4	5	2	1	2	2	3	3	3	1	2	4	4	2	3	3	4	4	1	2	4	5	2	3	4	2	4	2	1	4	4	5	2	4	1	2	1	1	4	2	4	2	1	1	1	2	2	2	4	4	4	4	5	4	2	2	1	2	4	5	4	4	1	2	2	5	3	5	1	2	2	2	3	2	1	3	3	4	4	2	1	3	5	2	4	1	1	2	2	3	3	3
FALSE	Paul Ryan endorsed 'antifa,' saying that they stood for the 'greater good.'	1110	1	1	5	1	3	3	1	1	3	2	3	4	2	4	1	1	2	1	3	1	2	3	1	2	2	1	2	1	3	2	1	1	2	4	4	2	2	1	3	5	4	5	3	1	3	1	1	3	4	5	1	3	2	1	3	2	1	2	3	4	3	2	4	3	2	2	1	1	4	1	2	1	1	1	2	4	2	1	1	1	4	2	2	1	2	4	3	1	2	1	1	3	4	4	4	1	1	1	1	3	1
FALSE	An 'illegal immigrant' was convicted of voter fraud for voting multiple times for Hillary Clinton.	1112	1	2	5	1	4	2	1	3	1	2	1	1	1	1	1	3	4	1	1	4	4	5	5	3	3	5	5	3	2	3	4	4	4	2	5	2	4	1	4	4	5	4	4	4	2	2	4	4	5	1	3	1	1	1	3	2	2	2	2	1	2	1	4	1	5	4	2	3	3	3	1	4	1	1	1	5	4	1	1	3	1	1	3	1	2	1	5	1	2	1	1	5	2	1	1	5	4	1	3	1	1
FALSE	President Donald Trump has targeted the family of California Senate President Pro Tempore Kevin de León for deportation.	1113	1	2	2	1	5	4	1	2	4	1	1	2	1	2	1	1	3	4	1	4	3	5	2	2	1	3	1	2	3	2	1	1	2	4	1	2	1	1	4	4	1	2	1	1	3	2	1	2	1	5	2	5	4	1	3	3	2	1	4	5	1	1	1	4	1	2	1	2	2	2	1	2	1	1	1	2	1	1	4	2	1	2	1	2	3	3	1	3	2	2	4	5	1	2	1	1	1	1	1	5	2
FALSE	FBI agents raided Rep. Debbie Wasserman-Schultz's home and seized smashed computer hard drives.	1117	1	2	4	5	4	2	1	1	4	4	5	4	1	2	1	3	4	3	4	2	4	4	1	3	3	5	5	1	3	1	4	1	3	4	4	2	2	1	2	3	1	1	2	1	4	2	1	3	1	1	1	2	3	1	4	4	1	5	4	1	2	3	4	3	5	2	1	4	3	3	4	3	1	4	1	4	1	2	1	1	4	4	2	1	2	2	1	4	2	1	2	5	1	1	1	1	1	5	5	5	2
FALSE	Kellyanne Conway said she would 'make sure' that the Golden State Warriors were required to visit the White House after winning the NBA title.	1123	1	1	1	1	1	3	1	2	1	1	1	4	1	3	1	3	3	1	1	5	2	2	1	3	1	1	5	1	3	4	1	1	1	5	4	4	2	1	3	4	5	2	3	1	1	3	1	4	1	5	1	1	1	1	2	2	1	1	4	1	3	1	4	5	1	1	1	2	3	3	2	1	1	1	1	4	3	1	2	2	4	1	1	2	4	1	2	4	2	5	3	3	1	3	1	5	1	1	1	2	1
FALSE	Credible evidence suggests that 5.7 million illegal immigrants might have voted in the 2008 election.	1125	1	2	3	1	3	3	1	1	1	2	4	1	1	2	3	3	1	1	1	1	2	4	1	4	1	5	5	2	4	3	4	4	3	1	2	4	2	1	2	2	2	2	2	3	2	1	1	3	1	1	1	4	1	1	3	2	1	3	4	1	4	1	4	1	5	1	1	2	3	3	3	1	1	1	1	5	3	1	1	2	5	3	2	1	3	3	3	4	4	1	1	2	1	2	4	1	1	1	2	4	1
MIXTURE	Roy Moore accuser Beverly Young Nelson 'forged' Moore's signature and inscription in her high school yearbook.	1337	1	4	5	3	1	3	1	1	1	2	4	3	2	3	3	3	2	1	1	4	3	3	1	2	4	3	5	4	4	4	2	1	3	3	5	4	5	4	2	4	1	2	3	2	3	2	1	1	1	5	1	1	1	3	3	3	1	5	2	1	1	1	4	2	5	2	1	3	2	5	1	4	1	1	3	3	3	2	5	3	3	3	5	2	3	2	2	2	2	1	3	2	4	3	1	1	3	2	2	3	1
MIXTURE	The Republican tax reform plan would increase the tax burden on graduate students by counting waived tuition as personal income.	1341	5	5	3	4	3	3	5	4	5	4	5	4	5	2	4	3	1	5	5	5	4	3	2	2	3	4	5	1	3	4	4	1	2	4	1	4	1	3	3	4	1	2	1	3	4	3	1	4	5	5	4	4	5	3	4	4	4	4	4	5	2	3	4	2	1	5	4	5	3	2	4	5	3	5	1	4	2	4	4	1	5	4	2	5	2	4	2	5	4	5	5	5	4	4	1	4	2	4	3	2	5
MIXTURE	In retaliation for Donald Trump's border wall plan, Mexico will soon shift all its imports of corn, rice, soy, and wheat from the United States to Argentina.	1345	1	1	1	1	4	3	1	2	1	2	3	2	2	1	3	3	3	1	3	4	2	2	2	5	3	2	5	3	4	4	1	2	2	4	5	5	1	1	4	3	3	3	3	1	1	1	1	2	1	3	2	4	5	2	3	2	1	1	4	1	2	2	3	4	5	3	1	3	2	3	1	1	1	1	5	3	1	1	4	2	5	1	2	1	3	4	1	4	2	4	5	5	1	1	1	1	1	1	2	2	2
MIXTURE	California Governor Jerry Brown signed a law allowing convicted felons to vote while still in prison.	1347	3	1	5	1	3	2	1	3	1	4	3	3	3	3	5	3	3	5	1	2	4	5	1	3	2	4	5	1	4	1	2	4	4	4	4	2	1	1	3	2	5	4	1	1	4	1	1	1	1	1	2	4	2	1	4	4	3	3	2	1	2	2	3	3	4	2	1	4	3	4	2	2	1	1	3	3	3	1	3	4	5	4	4	5	2	3	1	1	1	5	4	3	1	4	2	5	1	1	3	1	3
MIXTURE	A social media meme accurately lists U.S. government assets deployed by President Trump to aid Puerto Ricans in the aftermath of Hurricane Maria.	1350	1	4	1	1	4	4	1	3	4	4	5	2	4	2	1	3	3	5	1	3	4	4	1	3	3	1	4	1	3	4	2	1	4	3	1	2	4	3	3	4	1	4	1	5	1	3	4	2	5	3	3	4	2	1	2	4	4	5	4	4	4	2	4	3	4	3	1	4	2	3	2	1	4	4	1	2	1	2	3	3	4	2	2	1	2	3	3	2	4	3	5	4	5	4	3	5	3	3	2	5	3
MIXTURE	In August 2017, Camping World CEO Marcus Lemonis told supporters of President Donald Trump not to shop at his stores.	1358	1	5	5	4	3	2	1	3	5	4	4	3	2	2	4	3	3	4	3	5	4	4	4	2	4	4	1	1	2	5	3	3	2	2	4	4	1	4	3	3	5	4	3	5	5	1	1	4	5	5	3	5	4	1	4	4	4	1	3	5	4	5	4	2	5	4	1	4	3	3	1	4	5	1	1	4	5	1	2	2	5	5	3	1	4	2	4	5	4	4	2	4	4	2	4	1	5	1	3	5	1
MIXTURE	House Minority Leader Nancy Pelosi said of the Affordable Care Act, in 2010: 'We have to pass the bill so that you can find out what is in it.'	1361	1	5	5	4	4	4	5	4	3	2	2	1	3	3	1	3	3	3	1	3	3	3	2	3	5	4	4	5	4	5	3	3	2	1	5	2	4	4	3	4	1	1	5	4	5	1	1	2	5	1	2	1	2	3	4	3	3	5	4	1	2	1	4	2	4	3	2	4	3	2	1	4	4	2	1	5	5	2	3	1	5	5	5	2	2	2	3	1	4	4	2	3	3	4	3	4	2	1	1	2	4
MIXTURE	President Trump ordered the White House bathed in blue light to honor fallen police officers, something President Obama 'refused' to do.	1366	1	4	5	1	3	2	5	2	1	2	3	2	2	2	2	1	3	2	1	1	2	5	1	3	3	5	5	1	4	1	2	1	2	1	3	2	4	4	3	2	1	3	3	4	3	1	1	2	1	1	1	1	1	1	4	3	3	5	3	1	1	5	4	3	4	2	2	4	3	4	1	3	1	1	1	4	4	1	2	2	5	1	5	2	3	1	3	2	3	2	1	4	1	2	1	1	5	1	4	4	1
MIXTURE	Alabama just brought back racial segregation in schools.	1367	1	1	1	1	4	2	1	1	1	3	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	3	1	1	1	2	1	1	4	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	5	1	1	1	1	1	1	1	2	2
MIXTURE	President Trump opened National Parks and wildlife refugees to coal mining.	1369	1	4	4	1	3	3	1	4	2	4	1	1	1	1	1	3	1	5	3	1	3	5	3	1	2	1	1	1	2	1	1	5	2	4	5	4	5	3	2	2	1	1	1	1	4	2	1	4	1	5	2	1	5	1	2	2	1	3	3	5	2	3	4	5	1	4	3	2	3	4	4	1	5	2	1	4	1	1	4	1	2	1	1	5	3	3	1	4	5	4	5	5	2	1	1	5	1	3	1	4	4
TRUE	The California NAACP is seeking to replace 'The Star-Spangled Banner' as the national anthem of the United States due to concerns over its racist overtones and history.	1478	1	1	1	5	1	3	1	1	1	5	1	2	4	4	1	3	2	3	3	1	1	1	1	3	3	4	1	5	3	4	4	1	3	3	4	2	1	1	4	4	4	5	4	5	5	1	1	4	3	1	1	5	4	1	3	2	1	4	4	1	2	1	4	2	4	2	1	2	4	4	1	1	2	1	1	4	3	1	2	1	5	3	5	4	4	3	4	3	3	5	1	5	1	1	1	1	1	1	3	1	2
TRUE	The Hollywood Reporter published a column in 1937 criticizing actors for speaking out against Nazi Germany.	1482	1	5	4	5	4	4	1	4	4	2	5	1	5	2	2	4	3	3	1	1	3	3	5	2	3	3	1	2	2	4	4	4	3	4	5	4	1	1	2	3	5	4	3	2	4	1	1	3	1	3	2	1	2	5	2	2	4	1	4	1	1	4	5	4	1	4	3	4	4	3	1	5	4	2	1	4	4	2	1	3	4	3	2	1	2	3	3	2	3	5	3	2	2	4	1	5	1	4	3	1	3
TRUE	A July 1990 comic strip in Heavy Metal magazine featured a controversial wall in New York City, built by Donald Trump, and a populist 'rise to power' by the future president.	1485	1	1	3	5	3	2	3	4	3	4	3	2	4	4	2	3	2	5	1	2	3	3	1	3	2	2	1	3	5	3	3	3	1	4	2	4	1	1	3	2	4	3	2	4	2	1	1	4	1	1	2	2	2	2	2	3	4	2	4	1	2	5	4	4	5	4	3	1	4	3	2	1	1	2	4	4	2	1	4	1	4	1	4	4	3	3	1	4	3	2	4	4	5	5	1	5	1	1	2	5	3
TRUE	President Ronald Reagan said, 'If fascism ever comes to America, it will come in the name of liberalism.'	1488	5	5	5	5	4	3	3	3	1	2	5	2	4	3	3	3	3	3	1	4	1	5	4	3	3	5	4	5	1	4	5	3	4	4	5	4	5	5	2	3	4	3	4	4	5	2	2	3	5	4	1	2	2	5	4	4	4	5	2	4	5	4	4	5	4	3	3	5	3	3	5	2	4	2	3	5	5	4	4	4	5	5	5	3	2	2	5	5	2	5	1	3	5	5	1	1	5	1	3	1	4
TRUE	The former Alabama state Attorney general, Bill Baxley, once told a Ku Klux Klan Grand Dragon 'kiss my ass' in response to threats.	1490	5	5	4	1	4	4	5	2	3	2	1	2	5	2	1	3	3	4	5	5	2	5	5	3	2	2	3	2	1	2	2	4	2	4	4	2	3	1	3	4	4	4	2	3	4	3	1	2	5	2	4	1	2	5	2	4	4	3	3	1	2	4	3	3	4	5	4	4	3	4	2	2	4	4	3	2	4	2	4	3	4	2	3	2	4	4	5	5	1	5	4	2	4	5	3	5	4	4	4	2	2
TRUE	Jon Ossoff is running to represent Georgia's sixth congressional district while living outside its boundaries.	1493	1	5	5	5	3	3	1	2	4	4	1	3	4	4	4	3	3	4	1	5	4	5	2	3	2	2	5	4	2	4	2	1	3	4	1	4	5	1	3	3	1	4	2	5	4	2	4	4	5	1	2	2	1	1	4	4	1	2	3	1	2	5	5	5	5	4	1	4	3	3	2	3	5	2	1	4	5	2	2	3	4	4	5	5	3	3	2	4	3	1	3	3	4	3	4	5	1	3	3	4	2
TRUE	An image accurately depicts what President Trump and President Obama wrote in the Yad Yashem guest book.	1495	1	5	2	1	4	2	1	1	3	3	1	2	5	4	2	3	3	3	1	4	1	3	2	2	2	1	2	1	1	4	3	1	3	3	4	4	3	3	4	2	1	4	4	2	2	2	1	2	1	3	2	3	2	5	1	4	3	2	4	1	1	4	4	5	2	2	3	2	3	3	2	1	3	1	4	2	1	4	3	2	2	2	2	5	2	2	1	2	3	5	1	4	4	4	2	5	1	3	3	4	3
TRUE	Former President Richard Nixon sent a letter to Trump predicting he would be a successful politician whenever he decided to run for office.	1496	1	5	5	1	5	1	1	1	5	2	2	3	5	1	2	1	3	1	1	1	4	4	4	5	2	3	3	1	5	4	4	1	5	1	3	4	1	1	4	3	5	1	4	1	3	1	1	4	1	2	1	1	1	2	1	4	4	1	2	1	1	1	4	5	4	2	1	5	4	1	1	1	1	1	1	4	3	1	5	2	2	4	2	1	3	2	2	2	4	2	1	2	1	2	5	1	2	2	1	1	1
TRUE	Attorney General Jeff Sessions said he's amazed a Hawaiian judge 'sitting on an island in the Pacific' can block executive orders.	1499	5	4	5	5	3	3	5	4	5	4	1	2	5	3	1	3	3	4	1	5	1	2	4	1	3	4	5	4	3	4	5	2	4	4	4	4	1	4	3	2	2	5	2	4	4	3	4	4	1	5	3	2	5	5	4	4	4	3	4	1	1	5	4	4	5	5	4	4	2	3	1	5	5	1	2	2	5	2	5	4	4	1	1	5	4	4	3	4	2	5	3	3	4	5	2	5	4	4	2	2	4
TRUE	Judge Neil Gorsuch was unanimously confirmed to the 10th Circuit Court of Appeals in 2006.	1504	4	5	4	3	4	3	5	3	4	5	4	3	5	3	4	3	1	5	5	5	2	4	1	4	4	1	5	2	3	4	4	1	2	5	5	2	1	3	4	3	5	5	1	5	4	2	4	5	5	1	3	4	5	5	1	4	3	4	2	1	4	5	4	5	5	5	5	5	3	4	2	4	5	5	2	3	5	2	4	3	1	3	5	3	3	4	3	2	2	5	2	4	4	1	1	5	5	5	3	1	1
MOSTLY TRUE	Chlorpyrifos, an insecticide with alleged origins in Nazi Germany, was set to be banned by the EPA over health and environmental safety concerns, but President Trump reversed this decision after Dow Chemicals, a manufacturer of the chemical, donated one million dollars to his inauguration fund.	1567	1	1	1	1	4	3	5	2	2	2	2	2	4	3	3	3	4	5	1	1	3	2	2	4	2	1	3	4	3	2	4	4	4	5	2	2	1	5	4	2	3	4	3	2	4	1	4	2	1	5	2	4	5	5	3	4	2	4	4	1	1	2	4	5	4	4	1	2	3	1	1	1	1	2	5	2	1	2	4	1	1	1	1	5	3	3	1	5	2	3	5	4	1	4	2	5	1	1	1	1	2
MOSTLY TRUE	The officer who saved Steve Scalise, Crystal Griner, is a lesbian (and the congressman anti-gay rights).	1571	1	5	1	1	5	2	1	1	3	4	1	3	4	2	3	3	2	3	1	4	2	4	4	2	4	3	5	2	2	3	4	2	3	4	2	2	1	4	2	2	5	4	1	5	3	3	1	1	2	5	3	4	4	5	2	4	4	1	3	1	3	5	4	5	5	5	3	2	3	3	1	4	1	5	5	3	3	1	4	3	5	2	5	5	3	2	1	5	2	5	3	2	4	3	5	5	5	5	3	5	3
MOSTLY TRUE	Saudi Arabian King Salman has issued an order allowing women more access to services.	1573	5	5	5	5	4	3	1	5	2	2	4	3	4	2	5	2	3	2	5	5	2	4	2	2	3	2	1	5	4	1	4	5	2	4	4	4	4	1	2	4	4	4	4	5	5	4	2	1	5	5	4	1	4	5	3	2	5	4	3	4	3	5	4	4	4	4	5	4	3	4	2	5	4	5	4	1	5	5	4	4	4	5	3	4	3	3	2	3	4	5	5	5	1	2	4	5	4	5	4	2	3
MOSTLY TRUE	Ben Carson said that illegal immigrants who get caught voting should be stripped of citizenship.	1577	1	1	1	5	4	2	1	3	4	4	2	5	2	2	3	1	3	5	1	4	4	2	2	3	2	5	5	2	2	4	5	4	3	4	1	2	1	4	3	1	1	4	1	4	4	1	1	5	5	2	2	1	5	5	4	3	5	2	2	1	4	4	4	4	5	4	2	2	2	3	2	4	4	1	5	5	3	2	1	2	5	4	2	3	2	2	4	4	4	4	5	1	5	1	1	1	1	1	4	4	3
MOSTLY TRUE	The White House was built using slave labor.	1585	3	5	4	5	3	3	5	3	4	4	5	1	4	1	1	4	4	5	3	4	4	4	5	2	3	2	5	4	4	4	2	3	2	5	2	2	5	3	2	5	2	2	3	4	5	3	4	4	5	4	3	1	5	3	3	4	3	5	3	5	1	3	4	5	5	5	5	2	3	5	1	2	4	4	1	4	4	1	5	3	5	1	5	5	2	2	4	2	4	5	5	2	4	5	5	5	3	5	5	1	5
MOSTLY TRUE	A list of some of President Obama's economic accomplishments shows all he has done, even hampered by political obstructionism.	1586	4	4	1	4	3	4	5	3	4	4	5	5	4	4	3	5	3	1	5	5	2	4	5	2	3	1	5	2	2	4	5	4	3	5	4	4	5	1	3	3	5	3	2	1	3	5	4	1	5	5	2	5	5	5	3	4	5	4	3	5	5	5	5	4	3	3	3	3	3	2	2	4	4	5	5	1	2	5	2	5	4	3	2	5	2	4	4	5	3	5	5	5	5	5	5	5	3	3	2	4	4
MOSTLY TRUE	Donald Trump said, 'you have to be wealthy in order to be great.'	1590	5	5	3	5	3	2	5	1	4	4	1	4	5	2	3	2	3	5	3	4	3	2	4	3	2	2	2	2	4	5	5	1	1	5	1	4	4	5	2	4	2	4	1	1	4	2	1	4	5	5	2	4	5	3	2	4	5	4	2	1	1	5	4	4	1	5	1	5	2	2	1	4	1	2	5	4	2	4	3	4	4	1	4	3	3	4	1	4	2	3	5	5	5	5	2	1	1	5	3	4	3
MOSTLY TRUE	President Obama ordered all schools to make all bathrooms transgender or face a loss of federal funding.	1592	1	5	4	1	4	2	1	4	2	4	1	3	4	4	1	1	3	2	1	1	4	2	1	2	3	4	4	2	2	1	5	3	3	4	2	2	3	1	3	3	5	1	3	1	1	2	1	5	1	1	2	2	1	1	3	4	3	5	4	1	1	1	4	5	5	4	2	2	1	3	1	1	4	2	5	4	4	1	3	1	5	5	3	1	2	1	1	1	3	1	2	1	2	5	5	5	1	1	4	4	1
MOSTLY TRUE	All three Speakers of the House involved with the impeachment of President Clinton later had sex scandals of their own	1593	5	5	3	5	3	2	5	2	3	4	3	4	2	4	3	3	3	5	1	1	1	4	2	3	4	5	5	1	1	2	4	5	3	5	1	4	1	4	3	3	2	3	3	3	4	2	1	2	5	4	3	3	4	1	2	2	4	3	4	2	1	2	1	5	1	4	2	3	3	3	4	3	4	5	5	5	2	1	4	2	5	5	4	1	3	2	1	4	2	3	3	4	1	2	4	5	1	5	3	1	1
MOSTLY TRUE	Actor Samuel L. Jackson said he hoped that the San Bernardino shooter was just some 'crazy white dude.'	1596	4	5	5	1	3	2	5	3	5	4	1	3	1	4	4	3	3	5	1	5	4	2	1	2	5	4	5	2	3	3	4	3	2	4	4	2	4	1	2	2	2	5	1	5	5	3	1	4	1	2	2	1	2	2	3	4	5	4	2	1	2	2	1	3	5	4	3	4	3	5	1	3	5	1	3	2	3	2	4	4	5	3	5	2	2	4	4	4	2	4	1	2	4	4	1	5	5	4	3	4	1
TRUE	Donald Trump wins the 2016 United States presidential election.	2001	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	1	5	2	5	5	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	3	5	5	4	5	5	4	5	5	5	5	5	5	5	5	3
FALSE	Bernie Sanders robbed  Hillary Clinton of the Democratic nomination.	2002	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	2	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4
