MOSTLY FALSE	One of the first acts of the Trump administration was to seek the end of U.S. participation in the United Nations.	1030	2	1	3	4	5	2	4	1	2	1	1	1	2	1	5	2	1	1	2	4	4	1	3	2	4	3	1	3	2	5	4	1	4	2	4	4	4	5	3	2	4	2	5	3	4	2	1	1	2	4	4	2	5	2	1	1	4	1	5	4	1	2	1	2	5	1	5	4	1	5	2	2	4	4	4	4	1	1	2	2	2	1	3	2	1	5	4	2	3	1	2	4	3	2	1	3	2	1	2	4	2	1	5	1	2
FALSE	A U.S. surgeon who exposed “Clinton Foundation corruption in Haiti” was found dead in his home under suspicious circumstances.	1093	2	1	2	4	3	1	3	2	2	1	2	2	4	4	1	5	2	1	3	5	4	5	2	2	3	5	3	1	1	4	1	1	4	5	4	5	1	5	2	2	5	1	5	1	2	4	1	5	1	1	2	3	1	4	3	1	2	4	1	1	1	4	1	4	1	3	4	2	2	3	2	1	5	1	2	4	1	2	5	2	2	2	4	5	5	4	4	5	2	4	3	1	3	1	1	3	4	3	4	1	4	4	5	1	5
FALSE	Roy Moore's accuser was arrested and charged with falsification of a yearbook entry attributed to Moore.	1095	3	1	3	3	2	1	1	3	2	2	2	3	2	3	3	5	2	1	4	3	5	1	2	1	3	4	2	1	1	2	2	1	1	3	4	4	1	5	1	2	1	3	1	2	1	5	4	1	1	2	2	3	3	2	1	1	2	5	1	1	1	2	1	4	5	1	3	1	4	1	4	1	1	1	2	2	1	2	5	1	2	1	2	1	1	4	4	2	4	2	1	2	2	1	2	3	3	3	4	1	1	2	3	2	2
FALSE	A group supporting President Donald Trump is making 'robocalls' threatening people who criticize him online.	1096	4	5	2	3	3	1	1	3	4	4	2	3	2	1	1	4	5	5	2	5	2	1	4	3	4	5	2	3	4	4	3	1	4	4	1	5	3	3	2	2	5	5	4	3	1	4	3	4	4	2	3	5	2	4	4	5	4	1	4	2	4	4	1	4	1	1	5	1	4	4	4	4	5	5	2	2	2	3	1	4	3	1	4	3	1	4	2	3	4	4	3	4	2	1	4	3	1	3	3	2	5	1	5	1	4
FALSE	The Department of Defense has planned communications drills to coincide with 'antifa protests' on 4 November 2017.	1098	5	5	2	4	5	3	3	2	2	5	4	4	2	2	1	3	2	2	2	5	4	5	5	2	4	2	2	4	4	2	3	4	1	4	3	3	2	4	2	2	5	1	5	3	3	2	2	2	1	2	3	4	2	4	4	5	3	1	3	2	3	4	1	4	1	1	5	2	2	1	3	2	1	1	2	3	2	3	5	3	3	1	4	2	1	5	2	1	1	2	3	4	3	3	1	3	2	2	3	1	5	1	5	2	2
FALSE	Jared Kushner registered to vote as a woman in New York.	1107	2	1	3	4	1	1	1	2	2	1	1	1	4	1	3	1	1	1	5	1	5	1	2	1	1	3	2	2	1	2	2	1	1	1	4	3	1	1	3	2	1	5	1	3	3	5	4	4	5	1	4	4	1	1	2	1	3	1	1	1	1	4	1	1	1	5	3	1	2	1	1	1	1	1	1	1	5	1	2	1	2	1	2	1	1	5	1	1	1	1	1	4	2	1	1	3	2	1	1	5	1	1	3	1	5
FALSE	Ben Carson told a hurricane victim that 'homelessness is a gift from heaven' and a sign that God wanted them to be homeless.	1109	4	5	4	4	1	2	2	3	2	3	4	1	4	1	1	1	1	1	2	4	5	4	2	5	4	3	1	2	4	4	2	2	2	2	3	4	5	1	3	4	4	3	3	2	4	5	5	2	3	2	4	4	3	2	2	5	5	1	4	4	3	2	1	4	1	1	5	1	3	3	3	1	1	1	2	3	3	3	4	2	3	3	2	2	1	5	2	2	1	4	2	2	3	1	4	3	2	1	2	3	2	1	5	4	1
FALSE	President Trump inherited a White House infested with cockroaches due to the careless behavior of his predecessor, Barack Obama.	1114	2	1	1	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	4	1	1	1	1	1	1	1	4	1	5	1	4	2	1	1	2	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	2	2	1	1	1	1	3	2	1	1	1	5	2	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1
FALSE	Sen. John McCain's vote against a 'skinny repeal' health care proposal stopped attempts to repeal the Affordable Care Act for FY `17.	1116	5	5	4	5	4	3	3	2	4	4	2	1	2	4	4	4	4	5	4	2	5	3	2	4	3	3	4	5	5	4	4	5	5	3	2	3	5	5	3	3	4	3	1	3	4	5	4	2	5	5	3	3	4	1	4	1	3	4	1	4	5	1	5	2	3	4	5	4	4	1	4	5	4	4	3	3	2	2	4	4	2	5	3	3	5	4	4	4	2	5	3	2	4	3	4	2	4	1	5	5	2	5	5	5	4
FALSE	John McCain was no longer a U.S. Senator as of July 2017.	1119	1	3	4	4	1	1	2	2	2	1	4	5	5	1	5	5	5	1	1	5	1	2	1	1	2	3	1	1	1	2	2	1	1	5	5	3	3	1	4	3	1	4	5	1	1	1	3	2	1	1	3	1	5	1	1	1	3	3	1	4	1	1	1	5	5	1	4	3	3	5	4	1	1	5	1	4	1	2	5	1	3	1	3	1	1	5	4	1	2	1	2	4	3	1	1	3	2	1	1	1	1	1	1	5	5
FALSE	The U.S. government funded Mitch McConnell's care and rehabilitation when he had polio as a child.	1124	4	4	2	4	1	3	3	3	4	1	2	3	4	1	5	4	1	3	4	1	5	3	5	5	4	4	3	5	4	1	2	2	2	5	2	2	2	1	2	2	2	4	4	3	1	4	1	4	5	5	4	3	2	4	4	3	4	1	3	4	5	4	1	5	1	5	3	3	2	3	3	5	3	1	2	3	3	4	5	4	3	3	4	3	5	5	4	2	4	1	3	1	3	1	5	3	2	1	3	4	4	3	2	4	2
MIXTURE	The U.S. National Park Service is selling Trump-branded wines at Shenandoah National Park in Virginia.	1340	4	1	2	3	5	1	4	2	2	2	2	1	4	2	2	2	4	2	1	1	1	1	3	4	2	2	3	1	4	2	2	1	1	1	4	3	2	4	4	2	1	5	2	1	2	1	3	2	1	1	3	4	1	2	2	1	1	2	4	4	3	3	1	4	1	5	4	5	4	4	4	1	5	1	2	3	1	1	4	5	4	1	3	1	1	5	4	2	4	4	3	4	2	3	1	3	2	4	2	2	5	1	1	2	2
MIXTURE	A transgender woman raped a young girl in a women's bathroom because bills were passed allowing transgender people to use bathrooms which correspond with their gender.	1346	1	1	4	4	3	1	1	2	2	3	4	3	2	3	2	2	2	1	1	2	1	4	4	1	2	4	1	1	1	1	1	1	1	1	2	5	1	1	2	2	2	5	1	1	2	1	5	1	1	1	4	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	5	2	3	1	3	1	1	2	3	4	1	1	5	1	3	1	2	1	1	4	2	1	1	1	3	1	3	5	1	2	3	4	2	1	4	1	1	1	4
MIXTURE	We investigated a number of hoaxes, rumors, and conspiracy theories associated with a mass shooting on the Las Vegas strip on 1 October 2017.	1349	5	1	4	4	1	3	5	2	4	4	1	3	3	5	3	4	5	4	5	5	2	5	4	4	3	2	4	4	5	5	5	5	4	5	3	3	1	5	2	1	5	4	5	3	4	5	4	1	5	3	4	4	4	4	5	3	4	3	2	5	5	4	5	4	1	3	5	2	2	5	3	1	5	2	2	3	3	4	1	5	3	2	4	5	5	4	4	4	4	5	3	4	3	5	3	2	4	1	5	4	4	4	5	1	3
MIXTURE	The NFL's rulebook contains a regulation specifically requiring players to stand on the sideline during the pre-game playing of the U.S. national anthem.	1351	3	5	4	4	5	4	1	3	1	1	3	1	4	4	1	1	2	1	2	1	5	2	1	1	2	4	1	1	1	1	3	5	4	1	3	4	2	5	2	3	5	5	4	1	3	1	3	1	1	2	3	3	1	5	1	1	1	5	1	2	1	4	1	4	4	1	3	2	4	2	3	4	1	1	2	2	1	1	5	1	3	2	3	1	1	5	2	4	1	1	3	1	2	5	3	3	1	1	2	2	4	1	1	2	4
MIXTURE	In August 2017, Richard Robert Rawling was indicted for 'skewing vote tallies' in favor of Donald Trump and other Republican candidates during the March 2016 primaries.	1354	3	5	2	3	4	3	4	1	4	1	2	3	4	2	3	3	4	2	1	4	5	1	1	3	4	4	3	3	5	3	2	1	3	2	4	5	2	1	4	2	1	1	4	3	4	2	2	2	1	4	3	2	4	2	3	2	4	1	2	4	3	4	1	2	1	1	5	3	2	4	3	2	4	2	3	3	2	1	4	4	3	1	4	2	1	4	4	1	4	2	2	3	4	3	1	3	4	1	2	2	2	1	5	2	4
MIXTURE	In August 2017, Oregon governor Kate Brown signed a 'gun confiscation' law.	1355	2	4	3	3	1	1	2	3	4	3	3	3	4	3	5	3	4	2	3	2	2	1	1	1	4	4	3	2	1	2	2	1	2	1	2	3	1	4	3	2	2	4	1	3	3	1	2	1	1	4	3	3	3	2	3	1	3	5	3	1	1	4	1	5	1	2	3	3	4	4	3	2	4	1	1	3	2	1	1	1	2	2	3	2	1	5	4	2	3	1	3	3	3	1	3	3	4	4	3	1	1	1	3	1	5
MIXTURE	Rand Paul tweeted that the Second Amendment wasn't designed to protect our right to shoot deer, but the government when it becomes tyrannical.	1363	5	1	3	3	5	4	4	2	2	2	3	3	5	4	4	5	5	5	5	5	5	1	3	4	4	4	3	4	5	3	5	1	4	5	2	3	5	5	2	3	5	4	1	3	1	5	4	4	4	5	2	4	3	4	5	1	4	1	4	1	5	4	5	4	3	2	5	2	3	2	4	4	3	5	2	4	3	3	4	2	3	5	3	1	5	5	2	4	4	5	3	4	2	3	5	3	4	3	5	4	5	4	1	2	2
MIXTURE	Cory Booker 'defended' Jared Kushner on CNN, after receiving campaign contributions from him.	1364	4	5	4	3	4	3	3	3	4	5	3	3	4	3	4	5	5	2	2	4	5	3	4	4	2	3	2	4	4	3	4	1	2	4	4	5	3	4	4	3	5	2	2	4	4	1	4	4	1	4	2	2	4	3	4	3	4	3	3	5	1	2	1	5	1	3	4	3	4	5	4	1	4	1	2	3	1	3	5	5	2	2	4	4	1	5	4	4	4	4	2	4	2	1	2	3	4	3	5	2	5	1	5	1	4
MIXTURE	An online graphic accurately details President Trump's notable accomplishments during his first four months in office.	1365	2	1	3	5	5	1	5	2	4	5	4	2	4	4	4	4	5	3	1	5	1	4	4	4	3	3	4	2	5	1	4	5	4	5	2	3	2	5	4	4	4	5	5	2	3	3	3	2	5	2	2	2	1	4	2	3	1	3	1	5	4	4	1	3	5	4	5	1	4	5	3	1	4	1	2	5	2	3	5	5	3	3	2	2	5	5	4	4	5	5	3	4	4	3	3	3	4	4	5	4	1	4	1	3	2
MIXTURE	An analysis determined that Senator Elizabeth Warren pays her female staffers less than their male counterparts.	1368	3	1	4	4	5	1	4	2	4	4	1	1	5	4	3	1	5	2	2	1	5	5	3	1	4	3	3	2	4	3	3	4	5	5	2	4	1	5	3	2	5	4	4	3	3	4	2	2	1	1	2	2	1	5	2	1	4	2	5	4	3	2	1	4	4	3	4	1	4	4	3	5	2	1	2	4	1	3	5	1	2	2	2	4	5	4	4	5	2	5	3	2	2	3	1	3	4	1	4	1	5	3	5	2	4
TRUE	The billboard for Living Way Ministries in Alabama displayed a message openly supporting GOP senatorial candidate Roy Moore.	1477	5	5	4	4	5	4	5	3	4	4	4	3	4	4	5	3	5	2	1	5	5	1	4	5	4	2	4	5	2	4	3	5	5	4	3	2	5	5	3	3	5	4	3	4	4	4	4	4	5	5	3	3	4	2	4	4	3	4	5	5	5	4	5	4	5	5	3	2	4	4	2	5	1	1	2	3	3	4	5	5	3	5	4	4	5	3	4	2	4	5	2	4	3	3	5	3	4	3	4	4	5	4	5	5	5
TRUE	As of October 2017, would-be recipients of a repair grant from Dickinson, Texas, must promise not to boycott Israel.	1479	5	5	3	3	2	1	3	2	4	3	2	3	4	4	2	1	2	2	1	1	5	1	4	5	4	5	3	3	1	3	2	1	3	3	2	4	2	5	2	2	1	1	1	3	3	4	4	1	1	4	2	3	2	2	5	1	2	1	3	1	3	2	1	4	4	1	3	2	4	3	4	4	1	1	2	4	2	2	5	1	4	4	2	1	5	5	4	2	4	2	2	2	4	1	1	3	4	3	1	1	4	1	5	5	2
TRUE	The U.S. government banned the sale of lawn darts in the aftermath of a child's death.	1481	5	1	3	4	3	4	5	4	5	1	3	3	2	4	5	1	4	3	1	2	2	1	2	5	2	5	5	4	1	1	2	2	5	1	3	4	1	1	3	2	2	2	2	1	2	2	3	1	1	2	2	1	2	5	2	1	5	5	1	4	5	1	1	1	1	5	3	2	2	5	5	5	1	1	2	4	5	4	1	1	2	1	2	5	1	5	2	5	2	1	2	4	4	5	4	3	2	1	1	4	4	1	5	2	3
TRUE	The official logo of the Alabama Democratic Party, adopted in 1904 and not replaced until 1966, featured an illustration of a crowing rooster and the slogan 'White Supremacy, For the RIght.'	1483	4	1	2	3	1	1	1	1	2	1	2	1	4	2	3	3	1	3	4	1	1	1	1	1	4	3	2	5	5	2	4	2	1	1	4	5	3	3	4	1	1	2	2	2	1	2	2	2	2	4	5	3	1	2	1	4	1	4	3	1	1	4	1	1	1	1	5	1	4	4	1	2	4	5	3	2	3	3	2	2	4	1	2	1	1	3	2	4	1	2	3	4	3	1	5	3	4	2	2	1	1	2	5	2	2
TRUE	The Trump administration announced it would be spending 90 percent less on advertising a shortened open enrollment period for Obamacare in 2018.	1487	5	5	4	5	4	3	5	3	4	5	4	3	4	2	5	4	4	5	1	5	5	5	4	4	4	3	4	5	1	5	4	1	5	5	3	4	5	5	2	4	5	2	2	5	4	5	3	4	5	5	2	4	2	4	4	1	1	5	1	4	5	4	5	2	1	5	3	5	4	5	3	5	4	1	2	2	4	3	1	3	2	1	5	3	5	5	4	5	4	4	3	2	3	1	4	3	4	1	2	2	1	5	5	5	4
TRUE	President Trump retweeted a cartoon of a train hitting a CNN reporter.	1491	5	5	2	5	1	1	5	2	2	5	1	5	2	4	4	1	2	5	5	4	5	5	4	5	4	4	5	5	5	5	2	4	5	2	3	4	5	5	3	2	5	2	1	1	5	5	3	4	5	5	2	2	5	5	5	3	5	4	5	4	5	5	5	5	5	5	3	1	4	5	4	4	5	1	1	3	4	2	5	5	3	5	2	2	1	3	4	5	1	5	3	4	2	4	5	3	4	4	5	5	1	5	5	2	5
TRUE	In May 2017 President Trump launched a monthly 'Big League Box' subscription for campaign merchandise.	1494	5	1	4	5	2	1	2	3	2	3	1	1	4	2	3	4	2	1	1	4	5	1	2	4	3	3	2	5	4	2	2	3	1	3	2	5	2	5	2	2	1	4	1	4	1	2	2	4	5	2	3	3	1	1	4	1	2	1	1	1	5	2	1	1	1	1	4	4	4	3	2	2	5	1	2	1	5	1	5	1	3	1	1	4	1	4	2	1	1	5	3	2	3	1	2	3	1	1	5	4	1	1	1	3	2
TRUE	A Democratic National Committee tweet included an altered version of a Socialist party's poster	1500	3	1	3	5	1	2	3	3	2	4	4	3	2	5	4	4	2	1	2	2	1	3	5	3	3	4	3	1	1	1	2	1	4	4	3	4	1	1	3	3	5	3	4	2	2	2	2	4	1	2	3	3	3	4	2	1	3	2	3	1	3	4	1	4	1	2	5	3	4	2	3	1	1	1	2	4	2	1	2	4	3	3	3	2	1	4	2	1	2	2	3	4	3	1	4	3	3	1	4	2	4	2	5	2	3
TRUE	Betsy DeVos and her family contributed millions of dollars to the campaigns of Republican candidates.	1502	5	5	4	4	1	3	4	2	4	5	4	3	4	3	4	5	5	5	5	4	5	3	5	4	4	3	4	5	5	3	4	5	5	5	4	5	4	2	4	4	4	2	5	3	4	5	2	4	5	5	3	3	5	4	5	1	5	2	4	4	5	4	5	4	1	4	1	4	4	3	4	3	4	5	4	4	5	5	5	5	4	4	4	4	1	3	2	5	4	5	2	4	3	5	4	3	3	1	5	5	5	5	5	5	5
TRUE	In 2016, Senate Majority Leader Mitch McConnell said: 'One of my proudest moments was when I told Obama, 'You will not fill this Supreme Court vacancy,'' and in 2017, he said, 'Apparently there's yet a new standard now, which is not to confirm a Supreme Court nominee at all. I think that's something the American people simply will not tolerate.'	1503	5	5	4	3	5	1	3	2	4	5	4	3	4	2	5	1	5	4	3	4	5	1	4	4	4	4	4	5	5	4	4	4	2	5	2	2	5	1	2	3	4	2	2	2	3	5	3	5	5	5	4	5	3	4	3	1	2	3	4	5	5	4	5	4	1	5	3	3	4	5	4	4	3	5	4	4	4	3	1	5	4	4	4	3	1	4	2	4	2	5	2	4	3	3	5	3	4	3	5	5	4	3	3	5	3
MOSTLY TRUE	President Trump 'slipped out of sight for a few hours' to visit pediatric cancer Patient Emilee Imbar.	1572	3	1	3	3	1	2	2	3	2	1	4	3	2	3	5	5	4	1	1	1	5	4	4	4	1	2	2	1	1	1	4	5	5	3	4	5	2	4	1	3	1	5	1	1	1	3	2	1	1	4	2	2	1	2	3	1	1	3	3	1	3	2	1	5	1	2	3	3	2	4	2	1	1	1	2	4	2	1	5	1	4	1	3	2	5	3	4	5	4	1	1	4	3	1	4	3	4	2	2	1	4	1	1	2	2
MOSTLY TRUE	President Trump was the first U.S. president to visit the Western Wall.	1574	1	1	2	4	1	1	1	2	2	5	2	2	1	1	3	1	2	1	1	1	5	1	1	1	1	2	2	1	1	1	2	1	5	3	4	5	1	5	1	2	1	1	1	1	1	5	2	1	1	4	2	1	1	1	1	1	1	1	1	1	5	4	1	3	3	1	3	1	2	2	2	1	1	1	1	2	1	1	1	1	3	1	3	1	1	5	5	2	1	5	3	4	2	1	4	3	4	1	5	1	1	1	1	1	4
MOSTLY TRUE	Legislation introduced by Republicans during President Trump's first two months in office included bills to: terminate the Environmental Protection Agency; redistribute federal school funding via voucher programs; terminate the Dept. of Education; repeal a wildlife protection rule; repeal the Affordable Care Act; defund Planned Parenthood; establish a national right-to-work law; strip federal funds from sanctuary cities; criminalize abortion; and place new sanctions on Iran.	1575	4	5	4	3	4	4	5	2	4	5	2	4	2	1	5	5	2	3	4	5	5	1	2	5	4	4	4	4	5	5	4	2	4	3	4	3	5	5	4	4	5	4	3	5	5	4	3	4	3	5	4	4	5	5	4	4	4	2	3	4	5	4	5	4	1	5	3	3	5	4	4	3	5	5	5	4	4	4	5	4	4	4	4	4	5	5	4	4	5	1	3	5	2	1	5	3	4	3	5	5	4	2	5	3	5
MOSTLY TRUE	Anyone bringing supplies to DAPL protesters at the Standing Rock Indian Reservation could be fined $1,000 for the attempt, according to the Morton County Sheriff's Department.	1579	4	5	2	3	5	1	4	4	2	5	3	3	4	3	3	2	4	4	4	2	4	4	5	4	4	3	2	4	4	3	2	2	4	3	3	4	3	5	4	4	4	4	5	5	4	4	3	4	4	5	3	3	4	4	4	1	5	5	2	5	4	4	4	4	1	4	5	4	4	4	2	4	2	4	4	3	3	3	5	5	3	4	4	1	1	5	4	5	2	4	3	4	2	5	4	3	4	4	5	4	4	5	4	3	4
MOSTLY TRUE	A video shows Bill Clinton saying that his wife Hillary Clinton 'communed' with the spirit of Eleanor Roosevelt.	1582	2	1	2	4	3	1	1	2	2	1	4	1	2	2	5	3	1	1	2	2	5	1	5	4	3	5	2	1	1	1	1	4	1	2	1	3	1	5	2	2	5	2	2	2	4	1	1	2	1	1	5	4	2	4	2	2	4	1	3	1	1	2	5	1	1	1	2	1	4	4	3	1	1	1	2	2	1	1	1	4	2	1	4	1	1	5	1	2	1	1	3	4	2	1	1	3	2	3	2	1	1	1	3	1	5
MOSTLY TRUE	Bill Clinton was disbarred and fined over actions related to the Monica Lewinsky scandal.	1584	3	1	4	2	2	1	1	3	2	5	4	4	5	4	4	4	1	1	2	4	5	1	5	5	2	4	5	1	4	5	2	2	5	5	3	3	2	5	1	2	1	2	4	3	2	1	4	2	1	5	3	3	5	4	5	1	3	5	4	5	5	4	1	1	5	2	4	5	5	2	4	1	2	1	2	4	1	1	1	4	2	2	2	1	5	5	2	5	1	1	3	1	4	1	1	4	1	5	1	4	1	1	1	4	4
MOSTLY TRUE	Days after the California primary, a large share of ballots had yet to be counted in several counties.	1588	5	5	2	3	4	3	3	3	4	3	4	4	5	3	4	4	5	3	1	4	5	5	3	4	4	2	2	3	5	3	1	1	3	5	2	4	1	5	4	4	5	4	5	3	5	4	4	4	1	4	3	2	4	5	4	1	4	1	3	1	3	4	5	4	1	3	4	2	4	5	3	1	1	1	2	4	1	3	5	3	4	4	4	2	5	4	2	4	2	5	4	4	2	1	3	3	2	4	4	4	4	2	5	5	2
MOSTLY TRUE	An elementary school in Fresno, California, forced a third-grader to remove a cap bearing Donald Trump's campaign slogan.	1589	4	5	2	5	5	4	2	2	4	5	5	5	4	4	5	5	5	1	4	5	5	5	2	4	4	2	3	4	5	1	4	1	4	5	4	5	1	5	2	2	5	5	5	3	4	4	5	4	5	5	4	2	2	5	4	4	4	4	3	5	4	5	5	4	4	3	3	4	5	4	3	5	5	1	2	4	3	4	4	4	3	4	4	3	5	5	3	4	2	2	3	4	2	1	4	3	4	4	2	3	3	5	3	5	4
MOSTLY TRUE	During a Fox News appearance, Select Committee on Benghazi Chairman Trey Gowdy 'accidentally admitted' that troops would not have been able to reach the four Americans killed in time to intervene.	1591	3	5	4	5	2	4	3	2	4	2	3	3	4	1	1	4	5	1	2	4	5	5	3	4	4	4	3	3	5	4	4	3	1	3	4	3	3	4	4	2	1	4	4	4	2	5	2	4	5	4	2	4	4	4	2	1	4	4	3	2	4	2	5	4	4	3	4	1	4	4	4	4	4	4	3	4	3	3	2	5	4	4	4	3	1	5	3	2	4	2	3	4	3	1	4	3	4	3	4	5	5	3	5	4	4
MOSTLY TRUE	A new law makes it illegal for anyone under the age of 16 to ride a hoverboard.	1595	3	1	3	4	4	1	1	3	2	1	2	3	1	1	3	1	1	1	1	1	4	1	4	1	1	3	3	1	4	1	2	1	4	4	1	3	1	1	2	2	1	2	1	1	2	2	1	2	1	4	3	1	1	2	2	1	1	2	2	4	4	1	1	1	1	3	3	5	1	5	1	1	1	1	1	2	2	1	1	1	5	1	4	1	1	5	2	4	4	1	1	1	2	4	4	3	1	1	1	2	1	2	3	2	2
TRUE	Donald Trump wins the 2016 United States presidential election.	2001	5	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	5	5	5	5	2	5	4	5	5	4	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5
